set	topic	title	good	bad	doc1	doc1keys1	doc1keys2	doc1keys	doc2	doc2keys1	doc2keys2	doc2keys	doc3	doc3keys1	doc3keys2	doc3keys	doc4	doc4keys1	doc4keys2	doc4keys	doc5	doc5keys1	doc5keys2	doc5keys
205	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0002-30-28701	"readytoeat, mountain, conditions, map, water"	"microbac, food, analysis, testing, chemistry"	2	clueweb09-en0002-30-28705	"supplements, 20052008, notice, water, readytoeat"	"safety, testing, nutritional, food, laboratory"	2	clueweb09-en0002-30-28708	"trade, food, forensics, microbac, science"	"map, webdesign, upcoming, manufacturing, language"	1	clueweb09-en0002-30-28715	"testing, pcr, food, lab, microbac"	"05052009, conference, 20052008, faster, rights"	1	clueweb09-en0002-75-08163	"venter, center, form, resources, organism"	"biovar, status, jcvi, pestis, yersinia"	2
206	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0002-75-08166	"pestis, angola, strains, msc, yersinia"	"blast, craig, 2005, privacy, jan"	1	clueweb09-en0002-75-08168	"ug050454, jcvi, pestis, msc, yersinia"	"disclaimer, annotation, aayr01000098, statement, 73209"	1	clueweb09-en0002-75-08169	"statement, disclaimer, tools, aayt01000073, 404216"	"yersinia, k1973002, pestis, mediaevalis, msc"	2	clueweb09-en0002-75-08171	"disclaimer, tools, 59811, ai, 373665"	"ip275, msc, yersinia, pestis, days"	2	clueweb09-en0002-75-08172	"yersinia, mg051020, jcvi, pestis, biovar"	"mar, ai, 72927, disclaimer, craig"	1
207	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0002-75-08173	"craig, assembly, disclaimer, contact, records"	"msc, pseudotuberculosis, yersinia, pestis, jcvi"	2	clueweb09-en0003-44-13618	"seeking, consult, contact, dispense, kind"	"types, plague, bubonic, health, emedtv"	2	clueweb09-en0003-44-13620	"emedtv, symptoms, bubonic, plague, pestis"	"kind, clinaero, physician, serves, situation"	1	clueweb09-en0003-44-13621	"dispense, copyright, physician, diagnosed, presentation"	"articles, plague, emedtv, symptoms, bubonic"	2	clueweb09-en0003-44-13632	"physician, users, referring, 20062008, history"	"yersinia, plague, bubonic, pestis, bacteria"	2
208	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0003-44-13649	"emedtv, pestis, articles, plague, incubation"	"situation, privacy, click, 20062008, advertise"	1	clueweb09-en0003-44-13652	"policy, advertise, contact, dispense, 20062008"	"emedtv, bubonic, yersinia, types, plague"	2	clueweb09-en0003-44-13654	"bubonic, symptoms, emedtv, disease, plague"	"copyright, serves, physician, 20062008, typically"	1	clueweb09-en0003-44-13655	"clinaero, resource, serves, history, click"	"health, symptoms, pestis, plague, bubonic"	2	clueweb09-en0003-44-13657	"yersinia, plague, articles, bubonic, emedtv"	"kind, liter, art, seeking, policy"	1
209	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0003-44-13662	"civilization, resource, place, specific, seeking"	"plague, emedtv, symptoms, bubonic, articles"	2	clueweb09-en0003-44-13666	"emedtv, symptoms, bubonic, articles, plague"	"number, typically, situation, 20062008, inhaled"	1	clueweb09-en0003-44-13677	"nbsp, specific, history, diagnosis, treatment"	"plague, yersinia, caused, pestis, bubonic"	2	clueweb09-en0003-44-13682	"health, bubonic, articles, bacteria, plague"	"problem, diagnosis, nbsp, period, incubation"	1	clueweb09-en0003-44-13683	"situation, byreviewed, written, reviewed, advertise"	"plague, emedtv, yersinia, health, pestis"	2
210	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0003-44-13684	"bacteria, articles, plague, emedtv, bubonic"	"20062008, referring, users, nbsp, diagnosed"	1	clueweb09-en0003-71-24877	"black, england, plague, pictures, bubonic"	"dardyk, selene, ghost, luise, hundshamer"	1	clueweb09-en0004-43-05471	"nightmare, hivira, freetoysite, montuati, appius"	"black, plague, london, camus, bubonic"	2	clueweb09-en0004-81-34911	"course, microbiology, science, yersinia, food"	"mesenteric, wounds, livstek, se2080yersinia, isolated"	1	clueweb09-en0005-81-35166	"disease, infections, food, outbreaks, illness"	"ne, 1600, 6393535, clifton, pets"	1
211	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0006-66-24126	"bacteria, synonyms, user, leprosy, american"	"dermis, diagnosis, infection, enterocolitica, yersinia"	2	clueweb09-en0007-11-34212	"support, solutions, map, factors, notice"	"diseases, bacteria, symptoms, yersinia, enterocolitica"	2	clueweb09-en0007-65-28006	"plague, map, recommendations, general, pictures"	"mmwr, fleas, pneumonic, study, york"	1	clueweb09-en0008-30-07127	"cfsan, romagna, universit…, unimi, administration"	"di, yersinia, del, enterocolitica, la"	2	clueweb09-en0008-31-00365	"health, infected, fleas, plague, pneumonic"	"street, eready, accessibility, 108, 8028637200"	1
212	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0008-38-14458	"enterocolitica, yersinia, pathogens, molecular, foodborne"	"aureus, issues, led, clostridium, campylobacter"	1	clueweb09-en0010-77-15844	"updated, yersinia, organism, medical, enterocolitica"	"quality, pike, disclaimers, 8600, rockville"	1	clueweb09-en0011-80-19254	"support, fact, help, niaid, medline"	"animals, infected, caused, people, plague"	2	clueweb09-en0012-25-18043	"liter, reference, considered, copyright, 2009"	"yersin, yersinia, enterocolitica, dictionary, pestis"	2	clueweb09-en0015-02-32938	"consult, dispense, kind, informational, policy"	"yersinia, enterocolitica, emedtv, diarrhea, bacteria"	2
213	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0016-93-37361	"sequence, region, lcr, pcd1, plasmid"	"12609, relic, ends, occurred, diagrammatic"	1	clueweb09-en0017-04-15325	"encoding, homology, plasmid, sequences, genes"	"epithelial, pathogenesis, 49, 41, lacking"	1	clueweb09-en0017-18-14202	"acute, company, gastrointestinal, persist, diarrhea"	"enterocolitica, yersinia, search, health, httpwww"	2	clueweb09-en0017-20-19229	"infect, enterocolitica, abstract, full, text"	"sauvonnet, inflammatory, grosdent, umbilical, 35103520"	1	clueweb09-en0017-76-09644	"pseudotuberculosis, yersinia, virulence, human, genes"	"012019, ngng, cytotoxic, theses, threads"	1
214	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0017-99-28278	"box, data, policy, considered, advice"	"infections, yersinia, enterocolitica, dictionary, pseudotuberculosis"	2	clueweb09-en0021-10-15811	"perry, skurnik, closely, 37, 3566"	"strains, pseudotuberculosis, pestis, genomics, yersinia"	2	clueweb09-en0021-11-38598	"plague, yersinia, pestis, biovar, draft"	"fda, 103, nihgov, latest, 64ericbrcor"	1	clueweb09-en0022-68-21868	"yersinia, virus, yellow, emedtv, pestis"	"informational, dispense, contact, click, seeking"	1	clueweb09-en0024-46-35335	"lectures, source, topics, engine, debates"	"infections, bacterial, enterocolitica, infectious, yersinia"	2
215	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0027-25-07546	"al, yania, names, list, yersinia"	"lithophila, foundation, print, regensburgei, ewing"	1	clueweb09-en0029-01-10123	"resource, policy, nbspnbspnbsp, click, written"	"symptoms, bacteria, infection, emedtv, yersinia"	2	clueweb09-en0029-12-03943	"yersinia, human, strains, full, articles"	"clinical, rev,  lezhevia, eukaryot, gonz"	1	clueweb09-en0029-27-27306	"full, abstract, infect, text, plague"	"zvi, 32213229, lazar, ino, 908915"	1	clueweb09-en0031-25-21759	"abstract, full, plasmid, yersinia, text"	"virol, catalaseperoxidase, chromosomally, katy, 31143122"	1
216	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0031-25-22408	"122, conjunction, exporting, permease, molecules"	"pyv, plasmid, strains, pye854, region"	2	clueweb09-en0031-34-06161	"species, articles, abstract, yersinia, strains"	"bioterrorism, 220229, vaccine, 2005, antimicrob"	1	clueweb09-en0031-72-03772	"bulk, reduction, physical, 66bp, introducing"	"eiba, ecor9, strains, sequence, eib"	2	clueweb09-en0041-26-34101	"net, master, org, httpseclabcs, oleg"	"yersinia, andr‚s, systems, docs, note"	2	clueweb09-en0045-54-08854	"foltz, lipoprotein, complex, 51815190, suarez"	"rv10, immunization, mice, pestis, infection"	2
217	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0055-07-22151	"medical, yersiniaarthritis, whonameditcom, persons, eponyms"	"widgets, community, enersen, science, amazon"	1	clueweb09-en0058-21-09282	"yersinia, rf, fc, rpm, x8664"	"view, 12438, verachtert, 3790, send"	1	clueweb09-en0058-58-09944	"yersinia, symptoms, diarrhea, articles, enterocolitica"	"20062008, consult, policy, reviewed, written"	1	clueweb09-en0058-58-09945	"nbspnbspnbsp, policy, seeking, favorites, advertise"	"infections, yersinia, diarrhea, articles, enterocolitica"	2	clueweb09-en0058-97-04432	"immun, plague, abstract, text, full"	"ino, hemin, 32213229, storage, 20522056"	1
218	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0060-82-24438	"serves, consult, dispense, diagnosis, users"	"symptoms, bubonic, health, plague, bacteria"	2	clueweb09-en0061-07-08176	"dnas, national, tung, nctuedu, tw"	"escherichia, pestis, atcc, coli, yersinia"	2	clueweb09-en0062-34-14190	"add, plague, yersinia, pestis, wikipedia"	"rights, derived, update, 2009, kitasato"	1	clueweb09-en0062-34-14194	"bacteria, add, wikipedia, yersinia, dictionary"	"plague, reserved, enlexica, policy, university"	1	clueweb09-en0069-22-29288	"yeosuana, regensburgei, mexicana, halotolerans, metatarsalis"	"enterocolitica, pestis, scientific, yania, yersinia"	2
219	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0080-13-31480	"yersin, yersinia, yerk, yerba, pictures"	"bootblacks, sidedress, wordnet, rectrices, form"	1	clueweb09-en0086-87-18249	"srcrpm, rpm, yersinia071fc, rf, fc"	"view, 3790, verachtert, subversion, reactions"	1	clueweb09-en0087-44-09589	"lazar, 16381647, andrews, diversity, aftalion"	"full, infect, text, abstract, pestis"	2	clueweb09-en0089-83-01007	"yersinia, symptoms, bubonic, disease, plague"	"informational, diagnosed, nbsp, serves, 20062008"	1	clueweb09-en0090-88-41516	"serovar, ct18, genome, strain, ty2"	"25312540, inst, kotewicz, jones, salmonellosis"	1
220	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0097-55-34052	"kosako, reserved, umezaki, report, regensburgei"	"al, names, bacteria, list, yersinia"	2	clueweb09-en0101-05-02878	"pestis, medicinenet, yersinia, search, appear"	"50, purposes, returned, guarantee, webmd"	1	clueweb09-en0104-75-21911	"closest, ail, pseudotuberculosis, yada, autotransporters"	"genome, genes, proteins, kim, orfs"	2	clueweb09-en0113-87-26134	"gram, bubonic, shaped, ovoid, bacteria"	"yersinia, term, form, pestis, enterocolitica"	2	clueweb09-en0116-67-15867	"serves, consult, copyright, nbsp, privacy"	"emedtv, plague, bubonic, bacteria, articles"	2
221	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0117-93-13322	"infection, enterocolitica, publicado, yersinia, en"	"nord, 14, skin, 13, conocimiento"	1	clueweb09-en0124-73-27275	"contact, 2008, thousands, killing, rights"	"dictionary, medical, form, yersinia, talk"	2	clueweb09-en0127-20-42012	"gene, virulence, pseudotuberculosis, genetics, yersinia"	"bioinfobank, groups, progenitor, suddenly, posts"	1	clueweb09-en0127-45-30719	"s0191, sixteen, 200, colibp9, s0051"	"orfs, sequence, plasmid, virulence, elements"	2	clueweb09-en0127-69-43655	"y1731, spa2769, y3547, b2405, b1328"	"yersinia, ecoli, 481, 10, salmonella"	2
222	20910	"information about Yersinia (bacteria)."	"pages that describe the Yersinia genus of bacteria or the Yersinia Pestis-Bubonic Plague."	"pages that merely mention the bacteria but do not give further information."	clueweb09-en0127-78-41484	"maurin, arnon, raoult, 28510591070, 28416481649"	"text, full, abstract, al, yersinia"	2	clueweb09-en0128-17-18785	"data, 12261234, yersinis, contact, 2004"	"msc, pestis, references, projects, yersinia"	2	clueweb09-en0128-17-18786	"28, rss, 66614, assembly, blast"	"e1979001, yersinia, pestis, msc, antiqua"	2	clueweb09-enwp00-20-03910	"license, charity, terms, svenska, policy"	"infection, pestis, doi, plague, yersinia"	2	clueweb09-enwp00-34-04028	"pestis, doi, yersinia, plague, infection"	"policy, 501, details, copyrights, trademark"	1
224	20780	"biography of Fighting Joe Wheeler."	"pages about General Joseph Wheeler's biography."	"pages that simply mention the General but do not elaborate."	clueweb09-en0000-23-26500	"smart, patent, topics, add, browse"	"campground, alabama, joe, park, camping"	2	clueweb09-en0000-58-29188	"guy, thom, address, atypical, 25"	"maddon, inning, game, regular, rays"	2	clueweb09-en0000-72-09803	"civil, sherman, battle, campaign, war"	"keywords, games, service, occurrences, americancivilwarcom"	1	clueweb09-en0001-17-03576	"ny, biographical, monroe, guy, wheeler"	"representative, form, iowa, sketches, counties"	1	clueweb09-en0001-72-23563	"18, post, three, wheeler, honda"	"basimah, ssmmcom, humarie, faatin, direct"	1
